observed_at_utc,year,season,wind_speed_ms,wind_direction_deg_true,line_azimuth_deg,wind_perpendicular_ms,air_temperature_c,global_solar_radiation_wm2,convective_heat_loss_wm,radiative_heat_loss_wm,solar_heat_gain_wm,net_heat_loss_wm,rating_multiplier
2024-12-12 09:00:00+00:00,2024,winter,2.572,110.0,22.33,2.5698735866301416,3.0,1.0,216.08119331625815,22.610934563101228,0.0143,238.6778278793594,1.5378319239829066
2024-12-12 10:00:00+00:00,2024,winter,1.543,120.0,22.33,1.52919511672016,3.2,31.0,166.17479697960883,22.567971571093167,0.4433,188.29946855070202,1.3659266578656817
2024-12-12 11:00:00+00:00,2024,winter,2.572,120.0,22.33,2.548988878939891,3.6,90.0,213.20265280865522,22.481765309311722,1.287,234.39741811796694,1.5239799229816575
2024-12-12 12:00:00+00:00,2024,winter,2.058,120.0,22.33,2.0395875244394617,4.1,23.0,187.66097520790484,22.3734805660179,0.3289,209.70555577392273,1.4414772814573262
2024-12-12 13:00:00+00:00,2024,winter,1.543,130.0,22.33,1.4702020962997975,4.4,27.0,160.42919365068568,22.308227885326158,0.3861,182.35132153601182,1.3441795731180228
2024-12-12 14:00:00+00:00,2024,winter,3.087,210.0,22.33,0.4120135226416017,4.6,11.0,88.43056591421457,22.264608384483488,0.1573,110.53787429869804,1.0465461590106335
2024-12-12 15:00:00+00:00,2024,winter,3.087,210.0,22.33,0.4120135226416017,4.3,10.0,88.80740071214446,22.33000230466733,0.14300000000000002,110.99440301681179,1.0487050845439723
2024-12-12 16:00:00+00:00,2024,winter,2.572,210.0,22.33,0.343277868556592,3.7,0.0,82.25863054300743,22.460155254046388,0.0,104.71878579705381,1.0186268810130725
2024-12-12 17:00:00+00:00,2024,winter,2.572,210.0,22.33,0.343277868556592,3.3,0.0,82.72010953623608,22.546455065718437,0.0,105.26656460195451,1.0212875995231112
2024-12-12 18:00:00+00:00,2024,winter,2.572,210.0,22.33,0.343277868556592,3.1,0.0,82.95084903285041,22.589464731256644,0.0,105.54031376410705,1.0226146832920522
2024-12-12 19:00:00+00:00,2024,winter,1.543,150.0,22.33,1.2213518045847398,3.0,0.0,150.0656519151339,22.610934563101228,0.0,172.67658647823515,1.3080355913554738
2024-12-12 20:00:00+00:00,2024,winter,1.543,140.0,22.33,1.366537729141523,2.8,0.0,158.5688496915121,22.65380430937245,0.0,181.22265400088455,1.3400132015599213
2024-12-12 21:00:00+00:00,2024,winter,2.058,130.0,22.33,1.9609046754277273,3.2,0.0,186.59077344685406,22.567971571093167,0.0,209.15874501794724,1.4395967166548806
2024-12-12 22:00:00+00:00,2024,winter,1.543,140.0,22.33,1.366537729141523,3.5,0.0,157.0314785726193,22.50335195173534,0.0,179.53483052435465,1.3337584743613546
2024-12-12 23:00:00+00:00,2024,winter,1.029,120.0,22.33,1.0197937622197308,3.5,0.0,137.01048305408472,22.50335195173534,0.0,159.51383500582006,1.2571931672649395
